"","Ledger.Name","Project.No","Project.Description","Date","Period","Reference","Trans.Nbr","Ordernr","Order.Line.Nbr","Document.Type","Unique.Number","Amount","Narrative.1","Narrative.2","Narrative.3","Funding.Source","Accountnr","X","CapSentiment","CapSentiment_Cl"
"13795","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","17/07/2019",1,"00007420",69,"P040168",3,"APINVP",232007,2437,"STAINLESS STEEL SHEET","","Australian Steel & Procurement Services","MAINT","M409000.6230.02.00",NA,0.577350269189626,1
"13796","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","17/07/2019",1,"00007420",70,"P040168",5,"APINVP",232007,870,"STAINLESS STEEL WELDMESH 316","","Australian Steel & Procurement Services","MAINT","M409000.6230.02.00",NA,0.577350269189626,1
"14494","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","2/12/2019",6,"0110",3,"P043481",1,"APINVP",257456,550,"Fabricate Ammonia Cover","","Oneman Custom Fabrication and Design","MAINT","M410000.6105.13.00",NA,0.577350269189626,1
"4641","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",4,"00011576",114,"P041844",1,"APINVP",247061,294,"FAB OF CLADDING & FLASHINGS FOR ILOC DOO","","SF Shaw Fabrications","MAINT","M301000.6105.02.00",NA,0.566946709513841,1
"6144","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1028,"",NA,"$REVJRNL",0,294,"FAB OF CLADDING & FLASHINGS FOR ILOC DOO","SF SHAW FABRICATIONS; P041844/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0.566946709513841,1
"12810","20PLACT","M405000","P-W Plant & Equip - Water Distribution","24/09/2019",3,"131950",32,"P041396",1,"APINVP",243319,1028,"Fabricate and supply 2 x grid mesh cover","","Goodline","MAINT","M405000.6105.28.00",NA,0.566946709513841,1
"13545","20PLACT","M407000","P-U Plant & Equip - Communications","6/12/2019",6,"PC013634",6,"",NA,"PCEXP",259750,778,"EL Install 'bat' Phone on Level 6 IMOC","SEADAN SECURITY          BALCATTA    WA","Warren McDonogh","MAINT","M407000.6230.02.00",NA,0.566946709513841,1
"9596","20PLACT","M401000","P-C Plant & Equip - Conveyors System","6/12/2019",6,"1485",212,"P043988",1,"APINVP",257941,32592,"HD Concrete Valve it and Lid install CV0","","HelpCon Enterprises","MAINT","M401000.6105.28.00",NA,0.530330085889911,1
"47","20PLACT","C100104","PIR IMOC PPA Equipment","28/10/2019",4,"INV-60284",4,"P040803",1,"APINVP",249809,9806,"Blinds Supply and Install","","Norfolk Blinds Pty Ltd","PIR","C100104.6105.02.01",NA,0.5,1
"183","20PLACT","C100085","PIR (IMOC) Tower & Building D & C Contract","20/09/2019",4,"10316",15,"P040728",1,"APINVP",248807,1997,"IMOC - Fire detector alterations","","Westside Fire Services","PIR","C100085.6105.02.01",NA,0.5,1
"232","20PLACT","C100134","PIR Channel Risk and Optimisation Project CROP General","28/06/2019",1,"2019/010",6,"",NA,"$APINVCE",226501,17065185,"PHE CROP Phase 2 Stage 2","CSD Works 2019 - Progress June 2019","Jan De Nul (Australia)","PIR","C100134.6106.02.01",NA,0.5,1
"1007","20PLACT","M102000","C-N Marine & Channel - Navigational Aid","13/08/2019",2,"AW5657TU",2,"P040830",1,"APINVP",236268,76,"Stainless Steel Split Pins","","Blackwoods Hardware","MAINT","M102000.6230.01.00",NA,0.5,1
"1109","20PLACT","M201000","I-D Infrastructure - Site Road","27/08/2019",3,"0095",2,"P041183",1,"APINVP",238930,500,"Fabricate 8 x Door Latches","","Oneman Custom Fabrication and Design","MAINT","M201000.6105.03.00",NA,0.5,1
"1120","20PLACT","M201000","I-D Infrastructure - Site Road","31/07/2019",2,"1391",6,"P040682",1,"APINVP",237680,20824,"Embankment construction Utah Road","","De Grey Civil Pty Ltd","MAINT","M201000.6105.28.00",NA,0.5,1
"1340","20PLACT","M201000","I-D Infrastructure - Site Road","1/07/2019",1,"00006789",2,"P039238",1,"APINVP",231154,9922,"Fabricate Bunker Handrails X10","","Madson Mechanical Maintenance","MAINT","M201000.6230.28.00",NA,0.5,1
"1577","20PLACT","M204000","I-W Infrastructure - Wharf","4/07/2019",1,"00005119",2,"P039442",1,"APINVP",228126,700,"Labour - Jetty Garden upgrade","","Hedland Down to Earth","MAINT","M204000.6105.02.00",NA,0.5,1
"2105","20PLACT","M204000","I-W Infrastructure - Wharf","16/07/2019",1,"1418",8,"P039640",1,"APINVP",230237,2450,"Exploratory Excavation / Concrete remova","","HelpCon Enterprises","MAINT","M204000.6105.25.00",NA,0.5,1
"2893","20PLACT","M204000","I-W Infrastructure - Wharf","18/09/2019",3,"466707-685",12,"P041698",1,"APINVP",243206,497,"Stainless Steel Cable Ties","","MM Electrical Merchandising","MAINT","M204000.6230.13.00",NA,0.5,1
"4586","20PLACT","M301000","L-B Land & Buildings - Building","2/07/2019",2,"20602302",59,"P039158",2,"APINVP",237490,68,"B340125 PANEL LIFT - EXTENSION","","Kennards Hire Pty Ltd","MAINT","M301000.6105.02.00",NA,0.5,1
"4637","20PLACT","M301000","L-B Land & Buildings - Building","3/09/2019",4,"WA102513",110,"P039693",1,"APINVP",245734,5800,"PORT HEDLAND HANGAR EXTENSION","","WGAWA T/A - Wallbridge Gilbert Aztec W &","MAINT","M301000.6105.02.00",NA,0.5,1
"5069","20PLACT","M301000","L-B Land & Buildings - Building","20/11/2019",5,"469987-685",89,"P043568",1,"APINVP",253735,167,"Galv Steel Pit Lids","","MM Electrical Merchandising","MAINT","M301000.6230.01.00",NA,0.5,1
"6670","20PLACT","M301000","L-B Land & Buildings - Building","31/10/2019",4,"RJ001501",1554,"",NA,"$REVJRNL",0,341,"CONCRETE RAPID SET SWAN +","BUNNINGS GROUP; P042854/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0.5,1
"6855","20PLACT","M301000","L-B Land & Buildings - Building","28/10/2019",5,"2174/99803874",1739,"P042854",1,"APINVP",251829,341,"CONCRETE RAPID SET SWAN +","","Bunnings Group","MAINT","M301000.6230.02.00",NA,0.5,1
"8813","20PLACT","M302000","L-H Land & Buildings - Houses","20/05/2019",1,"PC010628",39,"",NA,"PCEXP",228330,29,"Paint","DULUX PORT HEADLAND      PORT HEDLANDWA","Peter Leonard","MAINT","M302000.6230.02.00",NA,0.5,1
"9105","20PLACT","M302000","L-H Land & Buildings - Houses","1/11/2019",5,"2174/99803953",331,"P042888",3,"APINVP",251815,194,"CONSTRUCTION ADHESIVE SELLEYS++290ML","","Bunnings Group","MAINT","M302000.6230.02.00",NA,0.5,1
"9500","20PLACT","M401000","P-C Plant & Equip - Conveyors System","13/09/2019",4,"3058044",116,"P041618",1,"APINVP",244334,223,"Supply 2 x Lighting towers","","Onsite Rental Group","MAINT","M401000.6105.28.00",NA,0.5,1
"9932","20PLACT","M401000","P-C Plant & Equip - Conveyors System","15/07/2019",1,"8920053",31,"P039958",5,"APINVP",230077,218,"#SCDZCKY43 Steel Roller Lever","","Rexel Electical Supplies Pty Ltd","MAINT","M401000.6230.28.00",NA,0.5,1
"9966","20PLACT","M401000","P-C Plant & Equip - Conveyors System","31/07/2019",1,"RJ001377",65,"",NA,"$REVJRNL",0,1348,"PAINT","MADSON MECHANICAL MAINTENANCE; P037842/0","EOM Works Commitment accrual","MAINT","M401000.6230.28.00",NA,0.5,1
"9968","20PLACT","M401000","P-C Plant & Equip - Conveyors System","31/07/2019",1,"RJ001377",67,"",NA,"$REVJRNL",0,48,"#03220104 Pipe Piece Gal Steel","BLACKWOODS HARDWARE; P037889/2","EOM Works Commitment accrual","MAINT","M401000.6230.28.00",NA,0.5,1
"9969","20PLACT","M401000","P-C Plant & Equip - Conveyors System","31/07/2019",1,"RJ001377",68,"",NA,"$REVJRNL",0,60,"#03220308 Pipe Piece Gal Steel","BLACKWOODS HARDWARE; P037889/2","EOM Works Commitment accrual","MAINT","M401000.6230.28.00",NA,0.5,1
"10095","20PLACT","M401000","P-C Plant & Equip - Conveyors System","31/08/2019",2,"RJ001419",194,"",NA,"$REVJRNL",0,1348,"PAINT","MADSON MECHANICAL MAINTENANCE; P037842/0","EOM Works Commitment accrual","MAINT","M401000.6230.28.00",NA,0.5,1
"10097","20PLACT","M401000","P-C Plant & Equip - Conveyors System","31/08/2019",2,"RJ001419",196,"",NA,"$REVJRNL",0,48,"#03220104 Pipe Piece Gal Steel","BLACKWOODS HARDWARE; P037889/2","EOM Works Commitment accrual","MAINT","M401000.6230.28.00",NA,0.5,1
"10098","20PLACT","M401000","P-C Plant & Equip - Conveyors System","31/08/2019",2,"RJ001419",197,"",NA,"$REVJRNL",0,60,"#03220308 Pipe Piece Gal Steel","BLACKWOODS HARDWARE; P037889/2","EOM Works Commitment accrual","MAINT","M401000.6230.28.00",NA,0.5,1
"10109","20PLACT","M401000","P-C Plant & Equip - Conveyors System","31/08/2019",2,"RJ001419",208,"",NA,"$REVJRNL",0,1380,"Paint","MADSON MECHANICAL MAINTENANCE; P039324/0","EOM Works Commitment accrual","MAINT","M401000.6230.28.00",NA,0.5,1
"10204","20PLACT","M401000","P-C Plant & Equip - Conveyors System","30/09/2019",3,"RJ001461",303,"",NA,"$REVJRNL",0,48,"#03220104 Pipe Piece Gal Steel","BLACKWOODS HARDWARE; P037889/2","EOM Works Commitment accrual","MAINT","M401000.6230.28.00",NA,0.5,1
"10205","20PLACT","M401000","P-C Plant & Equip - Conveyors System","30/09/2019",3,"RJ001461",304,"",NA,"$REVJRNL",0,60,"#03220308 Pipe Piece Gal Steel","BLACKWOODS HARDWARE; P037889/2","EOM Works Commitment accrual","MAINT","M401000.6230.28.00",NA,0.5,1
"10217","20PLACT","M401000","P-C Plant & Equip - Conveyors System","30/09/2019",3,"RJ001461",316,"",NA,"$REVJRNL",0,1380,"Paint","MADSON MECHANICAL MAINTENANCE; P039324/0","EOM Works Commitment accrual","MAINT","M401000.6230.28.00",NA,0.5,1
"10223","20PLACT","M401000","P-C Plant & Equip - Conveyors System","30/09/2019",3,"RJ001461",322,"",NA,"$REVJRNL",0,221,"Supply 2 x Lighting towers","ONSITE RENTAL GROUP; P041618/0","EOM Works Commitment accrual","MAINT","M401000.6230.28.00",NA,0.5,1
"10265","20PLACT","M401000","P-C Plant & Equip - Conveyors System","7/05/2019",4,"PH6187SW",364,"P037889",5,"APINVP",246973,48,"#03220104 Pipe Piece Gal Steel","","Blackwoods Hardware","MAINT","M401000.6230.28.00",NA,0.5,1
"10266","20PLACT","M401000","P-C Plant & Equip - Conveyors System","7/05/2019",4,"PH6187SW",365,"P037889",7,"APINVP",246973,60,"#03220308 Pipe Piece Gal Steel","","Blackwoods Hardware","MAINT","M401000.6230.28.00",NA,0.5,1
"10354","20PLACT","M401000","P-C Plant & Equip - Conveyors System","31/10/2019",4,"RJ001501",453,"",NA,"$REVJRNL",0,1380,"Paint","MADSON MECHANICAL MAINTENANCE; P039324/0","EOM Works Commitment accrual","MAINT","M401000.6230.28.00",NA,0.5,1
"10390","20PLACT","M401000","P-C Plant & Equip - Conveyors System","6/11/2019",5,"00006782",489,"P039324",3,"APINVP",251216,1380,"Paint","","Madson Mechanical Maintenance","MAINT","M401000.6230.28.00",NA,0.5,1
"10686","20PLACT","M401000","P-C Plant & Equip - Conveyors System","31/01/2020",7,"RJ001616",785,"",NA,"$REVJRNL",0,33,"STEEL RULE 150MM SS","BLACKWOODS HARDWARE; P045081/0","EOM Works Commitment accrual","MAINT","M401000.6230.28.00",NA,0.5,1
"10751","20PLACT","M401000","P-C Plant & Equip - Conveyors System","23/01/2020",8,"PH8606VG",850,"P045081",1,"APINVP",266470,33,"STEEL RULE 150MM SS","","Blackwoods Hardware","MAINT","M401000.6230.28.00",NA,0.5,1
"11221","20PLACT","M403000","P-S Plant & Equip - Shiploading","7/06/2019",2,"00006798",42,"P038980",2,"APINVP",234232,990,"Mick: Fab tripper ladder","","Madson Mechanical Maintenance","MAINT","M403000.6105.28.00",NA,0.5,1
"11296","20PLACT","M403000","P-S Plant & Equip - Shiploading","13/11/2019",5,"00006899",117,"P041062",1,"APINVP",253166,7710,"Fabricate CV07 coffin box","","Madson Mechanical Maintenance","MAINT","M403000.6105.28.00",NA,0.5,1
"12166","20PLACT","M404000","P-E Plant & Equip - Electrical Distribution","12/11/2019",5,"159039461",27,"P043298",1,"APINVP",252368,259,"Outlet and Extension Socket","","CNW Pty Ltd","MAINT","M404000.6230.01.00",NA,0.5,1
"13618","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","14/07/2019",1,"JPS190714",4,"P039695",1,"APINVP",229463,3740,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13620","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","21/07/2019",1,"JPS190721",6,"P039695",1,"APINVP",230679,7830,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13621","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","28/07/2019",2,"JPS190728",7,"P039695",1,"APINVP",233310,5067,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13623","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","11/08/2019",2,"JPS190811",9,"P039695",1,"APINVP",235109,6287,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13627","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","18/08/2019",2,"JPS190818",13,"P039695",1,"APINVP",236617,573,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13630","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","1/09/2019",3,"JPS190901",16,"P039695",1,"APINVP",238832,550,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13638","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","15/09/2019",3,"JPS190915",24,"P039695",1,"APINVP",241503,600,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13639","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","22/09/2019",3,"JPS190922",25,"P039695",1,"APINVP",242677,519,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13644","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","6/10/2019",4,"JPS191006",30,"P039695",1,"APINVP",245857,1555,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13648","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","20/10/2019",4,"JPS191020",34,"P039695",1,"APINVP",247878,650,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13652","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","27/10/2019",4,"JPS191027",38,"P039695",1,"APINVP",249257,578,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13656","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","10/11/2019",5,"JPS191110",42,"P039695",1,"APINVP",251736,550,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13673","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","24/11/2019",5,"JPS191124",59,"P039695",1,"APINVP",255058,7155,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13674","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","1/12/2019",6,"JPS191201",60,"P039695",1,"APINVP",256157,1600,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13676","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","8/12/2019",6,"JPS191208",62,"P039695",1,"APINVP",257908,600,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13681","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","16/12/2019",7,"0030779",67,"P044104",1,"APINVP",261896,1080,"Supply and install a new 15m x 1” hose t","","Fuelfix Pty Ltd","MAINT","M409000.6105.02.00",NA,0.5,1
"13683","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","12/01/2020",7,"JPS200112",69,"P039695",1,"APINVP",262737,1600,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13692","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","26/01/2020",7,"JPS200126",78,"P039695",1,"APINVP",265462,1800,"BERTH 1 FENDER & RAIL PROJECT","","JP Sperzel (Plant Maintenance & Engineer","MAINT","M409000.6105.02.00",NA,0.5,1
"13805","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","31/07/2019",1,"RJ001377",79,"",NA,"$REVJRNL",0,38750,"BERTH 1 FENDER & RAIL PROJECT","JP SPERZEL (PLANT MAINTENANCE & ENGINEER","EOM Works Commitment accrual","MAINT","M409000.6230.02.00",NA,0.5,1
"14051","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","3/10/2019",4,"PC012629",325,"",NA,"PCEXP",247587,135,"Stainless Steel T Hinge","WHITWORTHS NAUTICAL W    BROOKVALE","Peter Leonard","MAINT","M409000.6230.02.00",NA,0.5,1
"14220","20PLACT","M409000","P-M Plant & Equip - Mobile Plant","31/12/2019",6,"RJ001582",494,"",NA,"$REVJRNL",0,1080,"Supply and install a new 15m x 1” hose t","FUELFIX PTY LTD; P044104/0","EOM Works Commitment accrual","MAINT","M409000.6230.02.00",NA,0.5,1
"15011","20PLACT","O100113","PIR IMOC Operational/Set Up Cost - PPA Resources","11/07/2019",4,"PC011412",1,"",NA,"PCEXP",245731,164,"Fibreglass pots for IMOC","SHARYNS GREENERY DES     UNDERWOOD","Helen Myers","PIR","O100113.6705.02.00",NA,0.5,1
"4746","20PLACT","M301000","L-B Land & Buildings - Building","12/12/2019",6,"INV-0460",219,"P041724",11,"APINVP",259631,360,"PH032721. IMOC. Unblock drains on level","","Chupacarbra Pty Ltd - Allnorth Plumbing","MAINT","M301000.6105.02.00",NA,0.488246187351448,1
"37","20PLACT","C100104","PIR IMOC PPA Equipment","22/07/2019",2,"PC011533",7,"",NA,"PCEXP",234949,505,"IMOC Pots & Plant - Common Areas","HANDY HANDS QLTY GDN     KARRATHA    WA","Lesina Bailey","PIR","C100104.6705.02.00",NA,0.447213595499958,1
"40","20PLACT","C100104","PIR IMOC PPA Equipment","15/07/2019",2,"PC011368",4,"",NA,"PCEXP",233909,355,"6 x Dracaenas IMOC Entry - Plants","KMART 1103               SOUTH HEDLANAUS","Lesina Bailey","PIR","C100104.6705.02.00",NA,0.447213595499958,1
"44","20PLACT","C100104","PIR IMOC PPA Equipment","23/07/2019",5,"PC011448",2,"",NA,"PCEXP",254116,1559,"IMOC planters for reception foyer","POTS AND MORE            BASSENDEAN  WA","Lesina Bailey","PIR","C100104.6205.02.00",NA,0.447213595499958,1
"52","20PLACT","C100083","PIR (IMOC) Tower & Building Design Development","26/06/2019",1,"00001494",1,"P039882",1,"APINVP",228789,9100,"IMOC Vermiculite Sealant Level 7 CommsRm","","Robertson Coatings Pty Ltd","PIR","C100083.6105.02.01",NA,0.447213595499958,1
"302","20PLACT","C100185","Berth 3 Deck Replacement","30/06/2019",1,"2019-04-07-A230-007",2,"P031941",1,"APINVP",227846,30000,"Fabricate and Deliver custom made","","Permadec Pty Ltd","MAJOR","C100185.6105.02.00",NA,0.447213595499958,1
"2413","20PLACT","M204000","I-W Infrastructure - Wharf","2/07/2019",1,"00006934",58,"P038911",6,"APINVP",228844,58,"FLAT STEEL 75 X 5 X 6M","","Australian Steel & Procurement Services","MAINT","M204000.6230.02.00",NA,0.447213595499958,1
"2494","20PLACT","M204000","I-W Infrastructure - Wharf","31/08/2019",2,"RJ001419",139,"",NA,"$REVJRNL",0,400,"8m Steel SkipBin Deliver to","PT ENVIRONMENTAL SERVICES; P039540/0","EOM Works Commitment accrual","MAINT","M204000.6230.02.00",NA,0.447213595499958,1
"2506","20PLACT","M204000","I-W Infrastructure - Wharf","23/08/2019",2,"6301517",177,"P040974",1,"APINVP",237617,12,"6132875134 SHAFT EXTENSION 120MM FOR LOA","","L&H Group T/A Auslec","MAINT","M204000.6230.02.00",NA,0.447213595499958,1
"2567","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001461",212,"",NA,"$REVJRNL",0,400,"8m Steel SkipBin Deliver to","PT ENVIRONMENTAL SERVICES; P039540/0","EOM Works Commitment accrual","MAINT","M204000.6230.02.00",NA,0.447213595499958,1
