FORMAT XLONE REPORT,DefnSheetName=_defntmp_,,,,,,,,,,,,,,,,
SET,Ledger Name,Project No,Project Description,Date,Period,Reference,Trans Nbr,Ordernr,Order Line Nbr,Document Type,Unique Number,Amount,Narrative 1,Narrative 2,Narrative 3,Funding Source,Accountnr
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,34,,,$REVJRNL,0,-475,PPA EAST Shift Coverage 18-22 June 2018,MADSON MECHANICAL MAINTENANCE; P028417/3,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,35,,,$REVJRNL,0,"-2,266",PPA4018 Berth 1 CV04 Shut L,HEDLAND HARBOUR INDUSTRIES; P028805/2,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,1/06/2018,1,0328,36,P028925,00051,APINVP,162179,44,Con Note: 1515330001918 SFS,,Toll Ipec - East Side,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,1/06/2018,1,0328,37,P028925,00052,APINVP,162179,19,Con Note: 8914088350Rossi,,Toll Ipec - East Side,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-49,422",Labour for jacking of shiploader,THYSSENKRUPP INDUSTRIAL SOLUTIONS (AUSTR,EOM Works Commitment accrual,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-461,CHANNEL STRUT 40 X 20 STAINLESS,AUSLEC; P022627/1,EOM Works Commitment accrual,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,-168,CLAMP SADDLES PIPE 2 PIECE 25MM SS,AUSLEC; P022627/0,EOM Works Commitment accrual,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,-335,CONDUIT 25MM STAINLESS STEEL 316 4M LTH,AUSLEC; P022627/0,EOM Works Commitment accrual,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,5,,,$REVJRNL,0,"-1,274",Apr-Jun 18 VCM & Thermography,ALS INDUSTRIAL PTY LTD; P021592/2,EOM Works Commitment accrual,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,6,,,$REVJRNL,0,-623,Jan-Mar 18 VCM & Thermography,ALS INDUSTRIAL PTY LTD; P021591/3,EOM Works Commitment accrual,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,7,,,$REVJRNL,0,-372,Service - Contractor Service,GADGET LOCKSMITHS; P024970/1,EOM Works Commitment accrual,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,8,,,$REVJRNL,0,-943,Hire no. PHEC1105957RS5 - 11 to 23 May 2,THRIFTY CAR RENTAL - CAR HIRE ONLY; P027,EOM Works Commitment accrual,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,9,,,$REVJRNL,0,"-1,080",SL Cabin Aircon removal & reconnect,MECHANICAL PROJECT SERVICES PTY LTD; P02,EOM Works Commitment accrual,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,10,,,$REVJRNL,0,"-2,280",Supply Lubrication Tech coverage 11-22 J,MADSON MECHANICAL MAINTENANCE; P029208/0,EOM Works Commitment accrual,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,11,,,$REVJRNL,0,"-3,500",130t crane- tripper cover instalment on,NORWEST CRANE HIRE; P028432/1,EOM Works Commitment accrual,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,28/06/2018,1,00014054,12,P029411,00001,APINVP,162204,107,DRILL BITS AS PER QUOTATION,,Pilbara Tools and Fasteners Pty Ltd,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,25/06/2018,1,3984428,13,P029153,00001,APINVP,162206,225,TAG TAG STAINLESS 80 X8 ENGRAVED,,Auslec,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,25/06/2018,1,3984428,14,P029153,00002,APINVP,162206,25,AIRFREIGHT,,Auslec,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,2/07/2018,1,00065307,15,P029151,00001,APINVP,162248,23,60x15mm s/s labels - laser etch in black,,Signswest,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,2/07/2018,1,00065307,16,P029151,00003,APINVP,162248,72,150x80mm s/s labels - laser etch in blac,,Signswest,MAINT,M403000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,2/07/2018,1,00065307,17,P029151,00005,APINVP,162248,206,50x15mm s/s labels - laser etch in black,,Signswest,MAINT,M403000.6230.28.00
LIST,19PLACT,M404000,P-E Plant & Equip - Electrical Distribution,28/06/2018,1,PPAUP1819,1,P028015,00001,APINVP,162322,"18,918",S & I Utah substation 3 x AC systems,,Mechanical Project Services Pty Ltd,MAINT,M404000.6105.28.00
LIST,19PLACT,M404000,P-E Plant & Equip - Electrical Distribution,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-3,525",SDB90-2 Switchboard Upgrade,JACOBS; P028959/0,EOM Works Commitment accrual,MAINT,M404000.6230.02.00
LIST,19PLACT,M404000,P-E Plant & Equip - Electrical Distribution,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,"-2,000",PT HEDLAND - HARTWAY QTY 3 OF,RGR ROAD HAULAGE PTY LTD; P025498/1,EOM Works Commitment accrual,MAINT,M404000.6230.02.00
LIST,19PLACT,M404000,P-E Plant & Equip - Electrical Distribution,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-4,933","ITEM 1,2,3 Total Variation #2",PORTACCOMM SX5 BUILDING SYSTEMS PTY LTD;,EOM Works Commitment accrual,MAINT,M404000.6230.27.00
LIST,19PLACT,M404000,P-E Plant & Equip - Electrical Distribution,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-700,WORMALD Quote # OPT 45010 PH022553 SV In,WORMALD T/A GAAM EMERGENCY PRODUCTS; P02,EOM Works Commitment accrual,MAINT,M404000.6230.27.00
LIST,19PLACT,M404000,P-E Plant & Equip - Electrical Distribution,30/05/2018,1,4660724919,3,P028347,00001,APINVP,162296,69,P564425 BREATHER SPIN ON ASSY KIT,,Repco Auto Parts,MAINT,M404000.6230.27.00
LIST,19PLACT,M404000,P-E Plant & Equip - Electrical Distribution,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-2,760",Electrician - 25 & 26 May 2018,MECHANICAL PROJECT SERVICES PTY LTD; P02,EOM Works Commitment accrual,MAINT,M404000.6230.28.00
LIST,19PLACT,M404000,P-E Plant & Equip - Electrical Distribution,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-664,Service - Contractor Service,TEX ONSITE PTY LTD; P025503/1,EOM Works Commitment accrual,MAINT,M404000.6230.28.00
LIST,19PLACT,M404000,P-E Plant & Equip - Electrical Distribution,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,-650,Service - Equipment Hire,COATES HIRE SERVICE; P026464/1,EOM Works Commitment accrual,MAINT,M404000.6230.28.00
LIST,19PLACT,M404000,P-E Plant & Equip - Electrical Distribution,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,"-23,417",S & I Utah substation 3 x AC systems,MECHANICAL PROJECT SERVICES PTY LTD; P02,EOM Works Commitment accrual,MAINT,M404000.6230.28.00
LIST,19PLACT,M404000,P-E Plant & Equip - Electrical Distribution,30/06/2018,1,RJ000950,5,,,$REVJRNL,0,"-1,859",Faults after Maintenance April,MECHANICAL PROJECT SERVICES PTY LTD; P02,EOM Works Commitment accrual,MAINT,M404000.6230.28.00
LIST,19PLACT,M404000,P-E Plant & Equip - Electrical Distribution,30/06/2018,1,RJ000950,6,,,$REVJRNL,0,"-5,241","Repairs A/c 3,4,5",MECHANICAL PROJECT SERVICES PTY LTD; P02,EOM Works Commitment accrual,MAINT,M404000.6230.28.00
LIST,19PLACT,M404000,P-E Plant & Equip - Electrical Distribution,2/07/2018,1,4027458,7,P029383,00001,APINVP,162243,"2,835",ENCLOSURE SP SWING HANDLE LOCK STAINLESS,,Auslec,MAINT,M404000.6230.28.00
LIST,19PLACT,M405000,P-W Plant & Equip - Water Distribution,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-16,500",WATER TANK 1 ROOF REMOVAL,KINGSPAN ENVIRONMENTAL PTY LTD; P024829/,EOM Works Commitment accrual,MAINT,M405000.6230.02.00
LIST,19PLACT,M405000,P-W Plant & Equip - Water Distribution,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,"-1,746",0101-DustMag Litres,RAINSTORM DUST CONTROL PTY LTD; P026471/,EOM Works Commitment accrual,MAINT,M405000.6230.02.00
LIST,19PLACT,M405000,P-W Plant & Equip - Water Distribution,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,"-1,400",Franner Hire for Water Tank Works,CERVAN MARINE & MAINTENANCE.; P028395/1,EOM Works Commitment accrual,MAINT,M405000.6230.02.00
LIST,19PLACT,M405000,P-W Plant & Equip - Water Distribution,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,-147,LPG GAS BOTTLE 45KG,BOC GASES AUSTRALIA LIMITED; P028726/0,EOM Works Commitment accrual,MAINT,M405000.6230.02.00
LIST,19PLACT,M405000,P-W Plant & Equip - Water Distribution,30/06/2018,1,RJ000950,5,,,$REVJRNL,0,-760,Labour,AWESOME PLUMBING & GAS; P028276/1,EOM Works Commitment accrual,MAINT,M405000.6230.02.00
LIST,19PLACT,M405000,P-W Plant & Equip - Water Distribution,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-1,274",Apr-Jun 18 VCM & Thermography,ALS INDUSTRIAL PTY LTD; P021592/2,EOM Works Commitment accrual,MAINT,M405000.6230.28.00
LIST,19PLACT,M405000,P-W Plant & Equip - Water Distribution,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-623,Jan-Mar 18 VCM & Thermography,ALS INDUSTRIAL PTY LTD; P021591/3,EOM Works Commitment accrual,MAINT,M405000.6230.28.00
LIST,19PLACT,M405000,P-W Plant & Equip - Water Distribution,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,"-5,950",Service - Contractor Service,TOTAL SAFETY & FIRE SOLUTIONS; P025747/0,EOM Works Commitment accrual,MAINT,M405000.6230.28.00
LIST,19PLACT,M405000,P-W Plant & Equip - Water Distribution,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,-128,Inspect admin area retic,WGM PLUMBING PTY LTD; P026162/0,EOM Works Commitment accrual,MAINT,M405000.6230.28.00
LIST,19PLACT,M405000,P-W Plant & Equip - Water Distribution,30/06/2018,1,RJ000950,5,,,$REVJRNL,0,-103,Repair garden solenoid - Inv-0469,WGM PLUMBING PTY LTD; P029441/0,EOM Works Commitment accrual,MAINT,M405000.6230.28.00
LIST,19PLACT,M405000,P-W Plant & Equip - Water Distribution,30/06/2018,1,RJ000950,6,,,$REVJRNL,0,-626,Service - Contractor Service,WGM PLUMBING PTY LTD; P026390/0,EOM Works Commitment accrual,MAINT,M405000.6230.28.00
LIST,19PLACT,M405000,P-W Plant & Equip - Water Distribution,30/06/2018,1,RJ000950,7,,,$REVJRNL,0,-880,Supply shift coverage for Gerhard - June,MADSON MECHANICAL MAINTENANCE; P029210/0,EOM Works Commitment accrual,MAINT,M405000.6230.28.00
LIST,19PLACT,M405000,P-W Plant & Equip - Water Distribution,30/06/2018,1,RJ000950,8,,,$REVJRNL,0,-880,Supply shift coverage for Gerhard - June,MADSON MECHANICAL MAINTENANCE; P029210/1,EOM Works Commitment accrual,MAINT,M405000.6230.28.00
LIST,19PLACT,M406000,P-T Plant & Equip - Sewerage Treatment,31/05/2018,1,INV-0439,1,P027222,00001,APINVP,162190,581,Repairs to Faulty Biomax Air Blowers,,WGM Plumbing Pty Ltd,MAINT,M406000.6105.28.00
LIST,19PLACT,M406000,P-T Plant & Equip - Sewerage Treatment,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,-175,PLC CARD Awsome Plumbing,TOWN LINK COURIERS; P027319/1,EOM Works Commitment accrual,MAINT,M406000.6230.02.00
LIST,19PLACT,M406000,P-T Plant & Equip - Sewerage Treatment,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-1,227",Service - Contractor Service,WGM PLUMBING PTY LTD; P025531/0,EOM Works Commitment accrual,MAINT,M406000.6230.28.00
LIST,19PLACT,M406000,P-T Plant & Equip - Sewerage Treatment,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-743,Service - Contractor Service,WGM PLUMBING PTY LTD; P025532/1,EOM Works Commitment accrual,MAINT,M406000.6230.28.00
LIST,19PLACT,M406000,P-T Plant & Equip - Sewerage Treatment,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,"-1,227",June Biomax service,WGM PLUMBING PTY LTD; P029439/0,EOM Works Commitment accrual,MAINT,M406000.6230.28.00
LIST,19PLACT,M406000,P-T Plant & Equip - Sewerage Treatment,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,-581,Repairs to Faulty Biomax Air Blowers,WGM PLUMBING PTY LTD; P027222/0,EOM Works Commitment accrual,MAINT,M406000.6230.28.00
LIST,19PLACT,M407000,P-U Plant & Equip - Communications,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-5,885",9130G6000TXLAU Eaton 9130 UPS 6kVA onlin,BATTERY SPECIALTIES (AUST) PTY LTD; P027,EOM Works Commitment accrual,MAINT,M407000.6230.02.00
LIST,19PLACT,M407000,P-U Plant & Equip - Communications,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-15,ACL158A IEC cord C14 10A male to C19 fem,BATTERY SPECIALTIES (AUST) PTY LTD; P027,EOM Works Commitment accrual,MAINT,M407000.6230.02.00
LIST,19PLACT,M407000,P-U Plant & Equip - Communications,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,-15,ACL158B IEC cord C13 10A female to C20 m,BATTERY SPECIALTIES (AUST) PTY LTD; P027,EOM Works Commitment accrual,MAINT,M407000.6230.02.00
LIST,19PLACT,M407000,P-U Plant & Equip - Communications,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,-120,CPC1NC180-R12 Eaton 10A 3pin plug AU – 1,BATTERY SPECIALTIES (AUST) PTY LTD; P027,EOM Works Commitment accrual,MAINT,M407000.6230.02.00
LIST,19PLACT,M407000,P-U Plant & Equip - Communications,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,-512,MICROSCANNER 2 CABLE VERIFIERIER,REXEL ELECTICAL SUPPLIES PTY LTD; P02714,EOM Works Commitment accrual,MAINT,M407000.6230.28.00
LIST,19PLACT,M407000,P-U Plant & Equip - Communications,25/06/2018,1,3984263,2,P029162,00002,APINVP,162769,38,ANCHOR HOL/WALL MTL Z/PLTD DIA6.8MM L45M,,Auslec,MAINT,M407000.6230.28.00
LIST,19PLACT,M407000,P-U Plant & Equip - Communications,25/06/2018,1,3984263,3,P029162,00004,APINVP,162769,31,ANCHOR HOL/WALL MTL Z/PLTD DIA6.8MM L32M,,Auslec,MAINT,M407000.6230.28.00
LIST,19PLACT,M407000,P-U Plant & Equip - Communications,25/06/2018,1,3984263,4,P029162,00006,APINVP,162769,9,MOUNTING BLOCK FLANGE STD 1G S/MTG RD,,Auslec,MAINT,M407000.6230.28.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-3,300",40FT Tru Blue’s yard Perth - Hedland,RGR ROAD HAULAGE PTY LTD; P024821/0,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-107,"86613643 KIT, SEALS",MCINTOSH HOLDINGS PTY LTD TA MCINTOSH &;,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,"-1,150",Supply and install Modular Scaffold,HELPCON ENTERPRISES; P025832/0,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,-452,UNITED EQUIPMENT Est: 09689 Genie Z135/7,UNITED EQUIPMENT PTY LTD; P023362/1,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,5,,,$REVJRNL,0,-200,Relocate Trailer,PILBARA TOWING AND TILT TRAY SERVICES; P,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,6,,,$REVJRNL,0,-300,TLS SV 1TOC-704 Vac Trailer Tail Lights,TLS AUTO ELECTRICS PTY LTD; P025380/1,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,7,,,$REVJRNL,0,-193,WATER CART Repair Control Box,TLS AUTO ELECTRICS PTY LTD; P025789/1,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,8,,,$REVJRNL,0,-452,WORK BOAT NEEDS NEW ISOLATOR,TLS AUTO ELECTRICS PTY LTD; P026447/0,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,9,,,$REVJRNL,0,-957,304143 BLOWPIPE M/PURP STHD,BOC GASES AUSTRALIA LIMITED; P028722/0,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,10,,,$REVJRNL,0,-215,Con Note: 8915274608 CAPS,TOLL IPEC - EAST SIDE; P028925/1,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,11,,,$REVJRNL,0,-79,"Nulon, Coolant Pre-Mix,",REPCO AUTO PARTS; P028855/0,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,12,,,$REVJRNL,0,-34,"Nulon, Radiator Flush & Clean 300ML",REPCO AUTO PARTS; P028855/0,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,13,,,$REVJRNL,0,-79,"Nulon, Coolant Pre-Mix,",REPCO AUTO PARTS; P028855/0,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,14,,,$REVJRNL,0,-34,"Nulon, Radiator Flush & Clean 300ML",REPCO AUTO PARTS; P028855/0,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,15,,,$REVJRNL,0,-9,ELBOW FEMALE X FEMALE BSP SS 316 20MM,BLACKWOODS HARDWARE; P029169/2,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,16,,,$REVJRNL,0,-56,"UNION 316 STAINLESS STEEL M&F 3/4"" BSP",BLACKWOODS HARDWARE; P029169/2,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,17,,,$REVJRNL,0,-127,VALVE CHECK SPRING SCD ZETCO SS 25MM,BLACKWOODS HARDWARE; P029169/2,EOM Works Commitment accrual,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,13/06/2018,1,7739809,18,P028811,00001,APINVP,162191,240,Throttle Cable,,Wormald T/A GAAM Emergency Products,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,29/06/2018,1,PH8799QB,19,P029169,00001,APINVP,162285,127,VALVE CHECK SPRING SCD ZETCO SS 25MM,,Blackwoods Hardware,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,13/06/2018,1,4660726600,20,P028855,00001,APINVP,162746,74,"Nulon, Coolant Pre-Mix,",,Repco Auto Parts,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,13/06/2018,1,4660726600,21,P028855,00001,APINVP,162746,74,"Nulon, Coolant Pre-Mix,",,Repco Auto Parts,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,15/06/2018,1,4660726910,22,P028855,00003,APINVP,162748,27,"Nulon, Radiator Flush & Clean 300ML",,Repco Auto Parts,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,15/06/2018,1,4660726910,23,P028855,00003,APINVP,162748,27,"Nulon, Radiator Flush & Clean 300ML",,Repco Auto Parts,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,1/06/2018,1,0328,24,P028925,00054,APINVP,162179,215,Con Note: 8915274608 CAPS,,Toll Ipec - East Side,MAINT,M409000.6230.02.00
LIST,19PLACT,M409000,P-M Plant & Equip - Mobile Plant,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-1,951",Supply 45ft EWP for 12W crane maint,COATES HIRE OPERATIONS PTY LTD.; P024482,EOM Works Commitment accrual,MAINT,M409000.6230.28.00
LIST,19PLACT,M410000,P-P Plant & Equip - Plant & Equipment,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,-140,Service - Multipro #4052,GASTECH AUSTRALIA PTY LTD; P028281/0,EOM Works Commitment accrual,MAINT,M410000.6230.02.00
LIST,19PLACT,M410000,P-P Plant & Equip - Plant & Equipment,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-50,Service -52-8000,GASTECH AUSTRALIA PTY LTD; P028281/0,EOM Works Commitment accrual,MAINT,M410000.6230.02.00
LIST,19PLACT,M410000,P-P Plant & Equip - Plant & Equipment,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,-375,Service -65-8006-4COSH,GASTECH AUSTRALIA PTY LTD; P028281/0,EOM Works Commitment accrual,MAINT,M410000.6230.02.00
LIST,19PLACT,M410000,P-P Plant & Equip - Plant & Equipment,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,-140,Service -Multipro #00332,GASTECH AUSTRALIA PTY LTD; P028281/0,EOM Works Commitment accrual,MAINT,M410000.6230.02.00
LIST,19PLACT,M410000,P-P Plant & Equip - Plant & Equipment,30/06/2018,1,RJ000950,5,,,$REVJRNL,0,-25,Con Note: 1515330001922 SFS,TOLL IPEC - EAST SIDE; P028925/1,EOM Works Commitment accrual,MAINT,M410000.6230.02.00
LIST,19PLACT,M410000,P-P Plant & Equip - Plant & Equipment,30/06/2018,1,RJ000950,6,,,$REVJRNL,0,-22,FLEXIBLE RUBBER BRAKE HOSE,REPCO AUTO PARTS; P028815/0,EOM Works Commitment accrual,MAINT,M410000.6230.02.00
LIST,19PLACT,M410000,P-P Plant & Equip - Plant & Equipment,1/06/2018,1,0328,7,P028925,00053,APINVP,162179,25,Con Note: 1515330001922 SFS,,Toll Ipec - East Side,MAINT,M410000.6230.02.00
LIST,19PLACT,M410000,P-P Plant & Equip - Plant & Equipment,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-1,960",SV 12V OFF Maint Air Compressors,CAPS AUSTRALIA; P028531/0,EOM Works Commitment accrual,MAINT,M410000.6230.28.00
LIST,19PLACT,M410000,P-P Plant & Equip - Plant & Equipment,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-553,Relocate safety Shower- QT00046,WGM PLUMBING PTY LTD; P029441/0,EOM Works Commitment accrual,MAINT,M410000.6230.28.00
LIST,19PLACT,M411000,P-V Plant & Equip - Motor Vehicle,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,-520,Triton Ute1COE-553 AC Not Cooling,TLS AUTO ELECTRICS PTY LTD; P026641/0,EOM Works Commitment accrual,MAINT,M411000.6230.02.00
LIST,19PLACT,M411000,P-V Plant & Equip - Motor Vehicle,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,"-1,930",Repair Stone Chip1 - 1ETY289,JENEILFEN CORROSION SERVICES; P028997/0,EOM Works Commitment accrual,MAINT,M411000.6230.02.00
LIST,19PLACT,M411000,P-V Plant & Equip - Motor Vehicle,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,-20,CABLE TIES,HEDLAND AUTO ELECTRICS PTY LTD; P026432/,EOM Works Commitment accrual,MAINT,M411000.6230.28.00
LIST,19PLACT,M411000,P-V Plant & Equip - Motor Vehicle,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-66,FREIGHT,HEDLAND AUTO ELECTRICS PTY LTD; P026432/,EOM Works Commitment accrual,MAINT,M411000.6230.28.00
LIST,19PLACT,M411000,P-V Plant & Equip - Motor Vehicle,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,-130,LABOUR,HEDLAND AUTO ELECTRICS PTY LTD; P026432/,EOM Works Commitment accrual,MAINT,M411000.6230.28.00
LIST,19PLACT,M411000,P-V Plant & Equip - Motor Vehicle,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,-600,MITSUBISHI GENUINE REV CAMEA KIT,HEDLAND AUTO ELECTRICS PTY LTD; P026432/,EOM Works Commitment accrual,MAINT,M411000.6230.28.00
LIST,19PLACT,M411000,P-V Plant & Equip - Motor Vehicle,30/06/2018,1,RJ000950,5,,,$REVJRNL,0,"-3,921",SV 24W OFF Maint Lube Truck Compressor,CAPS AUSTRALIA; P028531/1,EOM Works Commitment accrual,MAINT,M411000.6230.28.00
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
